movieId,title,genres,year,genres_list,genres_str
44,Mortal Kombat,Action|Adventure,1995,"['Action', 'Adventure']",Action Adventure
45,To Die For,Comedy|Drama,1995,"['Comedy', 'Drama']",Comedy Drama
46,How to Make an American Quilt,Drama|Romance,1995,"['Drama', 'Romance']",Drama Romance
47,Seven (Se7en),Crime|Thriller,1995,"['Crime', 'Thriller']",Crime Thriller
48,Pocahontas,Animation|Children's|Musical|Romance,1995,"['Animation', ""Children's"", 'Musical', 'Romance']",Animation Children's Musical Romance
49,When Night Is Falling,Drama|Romance,1995,"['Drama', 'Romance']",Drama Romance
50,"Usual Suspects, The",Crime|Thriller,1995,"['Crime', 'Thriller']",Crime Thriller
51,Guardian Angel,Action|Drama|Thriller,1994,"['Action', 'Drama', 'Thriller']",Action Drama Thriller
52,Mighty Aphrodite,Comedy,1995,['Comedy'],Comedy
53,Lamerica,Drama,1994,['Drama'],Drama
54,"Big Green, The",Children's|Comedy,1995,"[""Children's"", 'Comedy']",Children's Comedy
55,Georgia,Drama,1995,['Drama'],Drama
56,Kids of the Round Table,Adventure|Children's|Fantasy,1995,"['Adventure', ""Children's"", 'Fantasy']",Adventure Children's Fantasy
57,Home for the Holidays,Drama,1995,['Drama'],Drama
58,"Postino, Il (The Postman)",Drama|Romance,1994,"['Drama', 'Romance']",Drama Romance
59,"Confessional, The (Le Confessionnal)",Drama|Mystery,1995,"['Drama', 'Mystery']",Drama Mystery
60,"Indian in the Cupboard, The",Adventure|Children's|Fantasy,1995,"['Adventure', ""Children's"", 'Fantasy']",Adventure Children's Fantasy
61,Eye for an Eye,Drama|Thriller,1996,"['Drama', 'Thriller']",Drama Thriller
62,Mr. Holland's Opus,Drama,1995,['Drama'],Drama
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy,1996,['Comedy'],Comedy
64,Two if by Sea,Comedy|Romance,1996,"['Comedy', 'Romance']",Comedy Romance
65,Bio-Dome,Comedy,1996,['Comedy'],Comedy
66,Lawnmower Man 2: Beyond Cyberspace,Sci-Fi|Thriller,1996,"['Sci-Fi', 'Thriller']",Sci-Fi Thriller
67,Two Bits,Drama,1995,['Drama'],Drama
68,French Twist (Gazon maudit),Comedy|Romance,1995,"['Comedy', 'Romance']",Comedy Romance
69,Friday,Comedy,1995,['Comedy'],Comedy
70,From Dusk Till Dawn,Action|Comedy|Crime|Horror|Thriller,1996,"['Action', 'Comedy', 'Crime', 'Horror', 'Thriller']",Action Comedy Crime Horror Thriller
71,Fair Game,Action,1995,['Action'],Action
72,Kicking and Screaming,Comedy|Drama,1995,"['Comedy', 'Drama']",Comedy Drama
73,"Misérables, Les",Drama|Musical,1995,"['Drama', 'Musical']",Drama Musical
74,Bed of Roses,Drama|Romance,1996,"['Drama', 'Romance']",Drama Romance
75,Big Bully,Comedy|Drama,1996,"['Comedy', 'Drama']",Comedy Drama
76,Screamers,Sci-Fi|Thriller,1995,"['Sci-Fi', 'Thriller']",Sci-Fi Thriller
77,Nico Icon,Documentary,1995,['Documentary'],Documentary
78,"Crossing Guard, The",Drama,1995,['Drama'],Drama
79,"Juror, The",Drama|Thriller,1996,"['Drama', 'Thriller']",Drama Thriller
80,"White Balloon, The (Badkonake Sefid )",Drama,1995,['Drama'],Drama
81,Things to Do in Denver when You're Dead,Crime|Drama|Romance,1995,"['Crime', 'Drama', 'Romance']",Crime Drama Romance
82,Antonia's Line (Antonia),Drama,1995,['Drama'],Drama
83,Once Upon a Time... When We Were Colored,Drama,1995,['Drama'],Drama
84,Last Summer in the Hamptons,Comedy|Drama,1995,"['Comedy', 'Drama']",Comedy Drama
85,Angels and Insects,Drama|Romance,1995,"['Drama', 'Romance']",Drama Romance
86,White Squall,Adventure|Drama,1996,"['Adventure', 'Drama']",Adventure Drama
87,Dunston Checks In,Children's|Comedy,1996,"[""Children's"", 'Comedy']",Children's Comedy
88,Black Sheep,Comedy,1996,['Comedy'],Comedy
89,Nick of Time,Action|Thriller,1995,"['Action', 'Thriller']",Action Thriller
90,"Journey of August King, The",Drama,1995,['Drama'],Drama
92,Mary Reilly,Drama|Thriller,1996,"['Drama', 'Thriller']",Drama Thriller
93,Vampire in Brooklyn,Comedy|Romance,1995,"['Comedy', 'Romance']",Comedy Romance
94,Beautiful Girls,Drama,1996,['Drama'],Drama
95,Broken Arrow,Action|Thriller,1996,"['Action', 'Thriller']",Action Thriller
96,In the Bleak Midwinter,Comedy,1995,['Comedy'],Comedy
97,"Hate (Haine, La)",Drama,1995,['Drama'],Drama
98,Shopping,Action|Thriller,1994,"['Action', 'Thriller']",Action Thriller
99,Heidi Fleiss: Hollywood Madam,Documentary,1995,['Documentary'],Documentary
100,City Hall,Drama|Thriller,1996,"['Drama', 'Thriller']",Drama Thriller
101,Bottle Rocket,Comedy,1996,['Comedy'],Comedy
102,Mr. Wrong,Comedy,1996,['Comedy'],Comedy
103,Unforgettable,Thriller,1996,['Thriller'],Thriller
104,Happy Gilmore,Comedy,1996,['Comedy'],Comedy
105,"Bridges of Madison County, The",Drama|Romance,1995,"['Drama', 'Romance']",Drama Romance
106,Nobody Loves Me (Keiner liebt mich),Comedy|Drama,1994,"['Comedy', 'Drama']",Comedy Drama
107,Muppet Treasure Island,Adventure|Children's|Comedy|Musical,1996,"['Adventure', ""Children's"", 'Comedy', 'Musical']",Adventure Children's Comedy Musical
108,Catwalk,Documentary,1995,['Documentary'],Documentary
109,Headless Body in Topless Bar,Comedy,1995,['Comedy'],Comedy
110,Braveheart,Action|Drama|War,1995,"['Action', 'Drama', 'War']",Action Drama War
111,Taxi Driver,Drama|Thriller,1976,"['Drama', 'Thriller']",Drama Thriller
112,Rumble in the Bronx,Action|Adventure|Crime,1995,"['Action', 'Adventure', 'Crime']",Action Adventure Crime
113,Before and After,Drama|Mystery,1996,"['Drama', 'Mystery']",Drama Mystery
114,Margaret's Museum,Drama,1995,['Drama'],Drama
115,Happiness Is in the Field,Comedy,1995,['Comedy'],Comedy
116,Anne Frank Remembered,Documentary,1995,['Documentary'],Documentary
117,"Young Poisoner's Handbook, The",Crime,1995,['Crime'],Crime
118,If Lucy Fell,Comedy|Romance,1996,"['Comedy', 'Romance']",Comedy Romance
119,"Steal Big, Steal Little",Comedy,1995,['Comedy'],Comedy
120,Race the Sun,Drama,1996,['Drama'],Drama
121,"Boys of St. Vincent, The",Drama,1993,['Drama'],Drama
122,Boomerang,Comedy|Romance,1992,"['Comedy', 'Romance']",Comedy Romance
123,Chungking Express,Drama|Mystery|Romance,1994,"['Drama', 'Mystery', 'Romance']",Drama Mystery Romance
124,"Star Maker, The (Uomo delle stelle, L')",Drama,1995,['Drama'],Drama
125,Flirting With Disaster,Comedy,1996,['Comedy'],Comedy
126,"NeverEnding Story III, The",Adventure|Children's|Fantasy,1994,"['Adventure', ""Children's"", 'Fantasy']",Adventure Children's Fantasy
127,"Silence of the Palace, The (Saimt el Qusur)",Drama,1994,['Drama'],Drama
128,Jupiter's Wife,Documentary,1994,['Documentary'],Documentary
129,Pie in the Sky,Comedy|Romance,1995,"['Comedy', 'Romance']",Comedy Romance
130,Angela,Drama,1995,['Drama'],Drama
131,Frankie Starlight,Drama|Romance,1995,"['Drama', 'Romance']",Drama Romance
132,Jade,Thriller,1995,['Thriller'],Thriller
133,Nueba Yol,Comedy|Drama,1995,"['Comedy', 'Drama']",Comedy Drama
134,Sonic Outlaws,Documentary,1995,['Documentary'],Documentary
135,Down Periscope,Comedy,1996,['Comedy'],Comedy
136,From the Journals of Jean Seberg,Documentary,1995,['Documentary'],Documentary
137,Man of the Year,Documentary,1995,['Documentary'],Documentary
138,"Neon Bible, The",Drama,1995,['Drama'],Drama
139,Target,Action|Drama,1995,"['Action', 'Drama']",Action Drama
140,Up Close and Personal,Drama|Romance,1996,"['Drama', 'Romance']",Drama Romance
141,"Birdcage, The",Comedy,1996,['Comedy'],Comedy
142,Shadows (Cienie),Drama,1988,['Drama'],Drama
143,Gospa,Drama,1995,['Drama'],Drama
144,"Brothers McMullen, The",Comedy,1995,['Comedy'],Comedy
145,Bad Boys,Action,1995,['Action'],Action
146,"Amazing Panda Adventure, The",Adventure|Children's,1995,"['Adventure', ""Children's""]",Adventure Children's
147,"Basketball Diaries, The",Drama,1995,['Drama'],Drama
148,"Awfully Big Adventure, An",Drama,1995,['Drama'],Drama
149,Amateur,Crime|Drama|Thriller,1994,"['Crime', 'Drama', 'Thriller']",Crime Drama Thriller
150,Apollo 13,Drama,1995,['Drama'],Drama
151,Rob Roy,Drama|Romance|War,1995,"['Drama', 'Romance', 'War']",Drama Romance War
152,"Addiction, The",Horror,1995,['Horror'],Horror
153,Batman Forever,Action|Adventure|Comedy|Crime,1995,"['Action', 'Adventure', 'Comedy', 'Crime']",Action Adventure Comedy Crime
154,Belle de jour,Drama,1967,['Drama'],Drama
155,Beyond Rangoon,Drama|War,1995,"['Drama', 'War']",Drama War
156,Blue in the Face,Comedy,1995,['Comedy'],Comedy
157,Canadian Bacon,Comedy|War,1994,"['Comedy', 'War']",Comedy War
158,Casper,Adventure|Children's,1995,"['Adventure', ""Children's""]",Adventure Children's
159,Clockers,Drama,1995,['Drama'],Drama
160,Congo,Action|Adventure|Mystery|Sci-Fi,1995,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",Action Adventure Mystery Sci-Fi
161,Crimson Tide,Drama|Thriller|War,1995,"['Drama', 'Thriller', 'War']",Drama Thriller War
162,Crumb,Documentary,1994,['Documentary'],Documentary
163,Desperado,Action|Romance|Thriller,1995,"['Action', 'Romance', 'Thriller']",Action Romance Thriller
164,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,1995,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",Crime Film-Noir Mystery Thriller
165,Die Hard: With a Vengeance,Action|Thriller,1995,"['Action', 'Thriller']",Action Thriller
166,"Doom Generation, The",Comedy|Drama,1995,"['Comedy', 'Drama']",Comedy Drama
167,Feast of July,Drama,1995,['Drama'],Drama
168,First Knight,Action|Adventure|Drama|Romance,1995,"['Action', 'Adventure', 'Drama', 'Romance']",Action Adventure Drama Romance
169,Free Willy 2: The Adventure Home,Adventure|Children's|Drama,1995,"['Adventure', ""Children's"", 'Drama']",Adventure Children's Drama
170,Hackers,Action|Crime|Thriller,1995,"['Action', 'Crime', 'Thriller']",Action Crime Thriller
171,Jeffrey,Comedy,1995,['Comedy'],Comedy
172,Johnny Mnemonic,Action|Sci-Fi|Thriller,1995,"['Action', 'Sci-Fi', 'Thriller']",Action Sci-Fi Thriller
173,Judge Dredd,Action|Adventure|Sci-Fi,1995,"['Action', 'Adventure', 'Sci-Fi']",Action Adventure Sci-Fi
174,Jury Duty,Comedy,1995,['Comedy'],Comedy
175,Kids,Drama,1995,['Drama'],Drama
176,Living in Oblivion,Comedy,1995,['Comedy'],Comedy
177,Lord of Illusions,Horror,1995,['Horror'],Horror
178,Love & Human Remains,Comedy,1993,['Comedy'],Comedy
179,Mad Love,Drama|Romance,1995,"['Drama', 'Romance']",Drama Romance
180,Mallrats,Comedy,1995,['Comedy'],Comedy
181,Mighty Morphin Power Rangers: The Movie,Action|Children's,1995,"['Action', ""Children's""]",Action Children's
182,Moonlight and Valentino,Drama|Romance,1995,"['Drama', 'Romance']",Drama Romance
183,Mute Witness,Thriller,1994,['Thriller'],Thriller
184,Nadja,Drama,1994,['Drama'],Drama
185,"Net, The",Sci-Fi|Thriller,1995,"['Sci-Fi', 'Thriller']",Sci-Fi Thriller
186,Nine Months,Comedy,1995,['Comedy'],Comedy
187,Party Girl,Comedy,1995,['Comedy'],Comedy
188,"Prophecy, The",Horror,1995,['Horror'],Horror
189,Reckless,Comedy,1995,['Comedy'],Comedy
190,Safe,Thriller,1995,['Thriller'],Thriller
191,"Scarlet Letter, The",Drama,1995,['Drama'],Drama
192,"Show, The",Documentary,1995,['Documentary'],Documentary
193,Showgirls,Drama,1995,['Drama'],Drama
194,Smoke,Drama,1995,['Drama'],Drama
195,Something to Talk About,Comedy|Drama|Romance,1995,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance
196,Species,Horror|Sci-Fi,1995,"['Horror', 'Sci-Fi']",Horror Sci-Fi
197,"Stars Fell on Henrietta, The",Drama,1995,['Drama'],Drama
198,Strange Days,Action|Crime|Sci-Fi,1995,"['Action', 'Crime', 'Sci-Fi']",Action Crime Sci-Fi
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama|Musical,1964,"['Drama', 'Musical']",Drama Musical
200,"Tie That Binds, The",Thriller,1995,['Thriller'],Thriller
201,Three Wishes,Drama,1995,['Drama'],Drama
202,Total Eclipse,Drama|Romance,1995,"['Drama', 'Romance']",Drama Romance
203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1995,['Comedy'],Comedy
204,Under Siege 2: Dark Territory,Action,1995,['Action'],Action
205,Unstrung Heroes,Comedy|Drama,1995,"['Comedy', 'Drama']",Comedy Drama
206,Unzipped,Documentary,1995,['Documentary'],Documentary
207,"Walk in the Clouds, A",Drama|Romance,1995,"['Drama', 'Romance']",Drama Romance
208,Waterworld,Action|Adventure,1995,"['Action', 'Adventure']",Action Adventure
209,White Man's Burden,Drama,1995,['Drama'],Drama
210,Wild Bill,Western,1995,['Western'],Western
211,"Browning Version, The",Drama,1994,['Drama'],Drama
212,Bushwhacked,Comedy,1995,['Comedy'],Comedy
213,Burnt By the Sun (Utomlyonnye solntsem),Drama,1994,['Drama'],Drama
214,Before the Rain (Pred dozhdot),Drama,1994,['Drama'],Drama
215,Before Sunrise,Drama|Romance,1995,"['Drama', 'Romance']",Drama Romance
216,Billy Madison,Comedy,1995,['Comedy'],Comedy
217,"Babysitter, The",Drama|Thriller,1995,"['Drama', 'Thriller']",Drama Thriller
218,Boys on the Side,Comedy|Drama,1995,"['Comedy', 'Drama']",Comedy Drama
219,"Cure, The",Drama,1995,['Drama'],Drama
220,Castle Freak,Horror,1995,['Horror'],Horror
222,Circle of Friends,Drama|Romance,1995,"['Drama', 'Romance']",Drama Romance
223,Clerks,Comedy,1994,['Comedy'],Comedy
224,Don Juan DeMarco,Comedy|Drama|Romance,1995,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance
225,Disclosure,Drama|Thriller,1994,"['Drama', 'Thriller']",Drama Thriller
226,Dream Man,Thriller,1995,['Thriller'],Thriller
227,Drop Zone,Action,1994,['Action'],Action
228,Destiny Turns on the Radio,Comedy,1995,['Comedy'],Comedy
229,Death and the Maiden,Drama|Thriller,1994,"['Drama', 'Thriller']",Drama Thriller
230,Dolores Claiborne,Drama|Thriller,1994,"['Drama', 'Thriller']",Drama Thriller
231,Dumb & Dumber,Comedy,1994,['Comedy'],Comedy
232,Eat Drink Man Woman,Comedy|Drama,1994,"['Comedy', 'Drama']",Comedy Drama
233,Exotica,Drama,1994,['Drama'],Drama
234,Exit to Eden,Comedy,1994,['Comedy'],Comedy
235,Ed Wood,Comedy|Drama,1994,"['Comedy', 'Drama']",Comedy Drama
236,French Kiss,Comedy|Romance,1995,"['Comedy', 'Romance']",Comedy Romance
237,Forget Paris,Comedy|Romance,1995,"['Comedy', 'Romance']",Comedy Romance
238,Far From Home: The Adventures of Yellow Dog,Adventure|Children's,1995,"['Adventure', ""Children's""]",Adventure Children's
239,"Goofy Movie, A",Animation|Children's|Comedy|Romance,1995,"['Animation', ""Children's"", 'Comedy', 'Romance']",Animation Children's Comedy Romance
240,Hideaway,Thriller,1995,['Thriller'],Thriller
241,Fluke,Children's|Drama,1995,"[""Children's"", 'Drama']",Children's Drama
242,Farinelli: il castrato,Drama|Musical,1994,"['Drama', 'Musical']",Drama Musical
243,Gordy,Comedy,1995,['Comedy'],Comedy
244,Gumby: The Movie,Animation|Children's,1995,"['Animation', ""Children's""]",Animation Children's
245,"Glass Shield, The",Crime|Drama,1994,"['Crime', 'Drama']",Crime Drama
246,Hoop Dreams,Documentary,1994,['Documentary'],Documentary
247,Heavenly Creatures,Drama|Fantasy|Romance|Thriller,1994,"['Drama', 'Fantasy', 'Romance', 'Thriller']",Drama Fantasy Romance Thriller
248,Houseguest,Comedy,1994,['Comedy'],Comedy
249,Immortal Beloved,Drama|Romance,1994,"['Drama', 'Romance']",Drama Romance
250,Heavyweights,Children's|Comedy,1994,"[""Children's"", 'Comedy']",Children's Comedy
251,"Hunted, The",Action,1995,['Action'],Action
252,I.Q.,Comedy|Romance,1994,"['Comedy', 'Romance']",Comedy Romance
253,Interview with the Vampire,Drama|Horror,1994,"['Drama', 'Horror']",Drama Horror
254,Jefferson in Paris,Drama,1995,['Drama'],Drama
255,"Jerky Boys, The",Comedy,1994,['Comedy'],Comedy
256,Junior,Comedy|Sci-Fi,1994,"['Comedy', 'Sci-Fi']",Comedy Sci-Fi
257,Just Cause,Mystery|Thriller,1995,"['Mystery', 'Thriller']",Mystery Thriller
258,"Kid in King Arthur's Court, A",Adventure|Children's|Comedy|Fantasy|Romance,1995,"['Adventure', ""Children's"", 'Comedy', 'Fantasy', 'Romance']",Adventure Children's Comedy Fantasy Romance
259,Kiss of Death,Crime|Drama|Thriller,1995,"['Crime', 'Drama', 'Thriller']",Crime Drama Thriller
260,Star Wars: Episode IV - A New Hope,Action|Adventure|Fantasy|Sci-Fi,1977,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Action Adventure Fantasy Sci-Fi
261,Little Women,Drama,1994,['Drama'],Drama
262,"Little Princess, A",Children's|Drama,1995,"[""Children's"", 'Drama']",Children's Drama
263,Ladybird Ladybird,Drama,1994,['Drama'],Drama
264,"Enfer, L'",Drama,1994,['Drama'],Drama
265,Like Water for Chocolate (Como agua para chocolate),Drama|Romance,1992,"['Drama', 'Romance']",Drama Romance
266,Legends of the Fall,Drama|Romance|War|Western,1994,"['Drama', 'Romance', 'War', 'Western']",Drama Romance War Western
267,Major Payne,Comedy,1994,['Comedy'],Comedy
268,Little Odessa,Drama,1994,['Drama'],Drama
269,My Crazy Life (Mi vida loca),Drama,1993,['Drama'],Drama
270,Love Affair,Drama|Romance,1994,"['Drama', 'Romance']",Drama Romance
271,Losing Isaiah,Drama,1995,['Drama'],Drama
272,"Madness of King George, The",Drama,1994,['Drama'],Drama
273,Mary Shelley's Frankenstein,Drama|Horror,1994,"['Drama', 'Horror']",Drama Horror
274,Man of the House,Comedy,1995,['Comedy'],Comedy
275,Mixed Nuts,Comedy,1994,['Comedy'],Comedy
276,Milk Money,Comedy|Romance,1994,"['Comedy', 'Romance']",Comedy Romance
277,Miracle on 34th Street,Drama,1994,['Drama'],Drama
278,Miami Rhapsody,Comedy,1995,['Comedy'],Comedy
279,My Family,Drama,1995,['Drama'],Drama
280,Murder in the First,Drama|Thriller,1995,"['Drama', 'Thriller']",Drama Thriller
281,Nobody's Fool,Drama,1994,['Drama'],Drama
282,Nell,Drama,1994,['Drama'],Drama
283,New Jersey Drive,Crime|Drama,1995,"['Crime', 'Drama']",Crime Drama
284,New York Cop,Action|Crime,1996,"['Action', 'Crime']",Action Crime
285,Beyond Bedlam,Drama|Horror,1993,"['Drama', 'Horror']",Drama Horror
286,Nemesis 2: Nebula,Action|Sci-Fi|Thriller,1995,"['Action', 'Sci-Fi', 'Thriller']",Action Sci-Fi Thriller
287,Nina Takes a Lover,Comedy|Romance,1994,"['Comedy', 'Romance']",Comedy Romance
288,Natural Born Killers,Action|Thriller,1994,"['Action', 'Thriller']",Action Thriller
289,Only You,Comedy|Romance,1994,"['Comedy', 'Romance']",Comedy Romance
290,Once Were Warriors,Crime|Drama,1994,"['Crime', 'Drama']",Crime Drama
291,Poison Ivy II,Thriller,1995,['Thriller'],Thriller
292,Outbreak,Action|Drama|Thriller,1995,"['Action', 'Drama', 'Thriller']",Action Drama Thriller
293,"Professional, The (a.k.a. Leon: The Professional)",Crime|Drama|Romance|Thriller,1994,"['Crime', 'Drama', 'Romance', 'Thriller']",Crime Drama Romance Thriller
294,"Perez Family, The",Comedy|Romance,1995,"['Comedy', 'Romance']",Comedy Romance
295,"Pyromaniac's Love Story, A",Comedy|Romance,1995,"['Comedy', 'Romance']",Comedy Romance
296,Pulp Fiction,Crime|Drama,1994,"['Crime', 'Drama']",Crime Drama
297,Panther,Drama,1995,['Drama'],Drama
298,Pushing Hands,Comedy,1992,['Comedy'],Comedy
299,Priest,Drama,1994,['Drama'],Drama
300,Quiz Show,Drama,1994,['Drama'],Drama
301,Picture Bride,Drama|Romance,1995,"['Drama', 'Romance']",Drama Romance
302,Queen Margot (La Reine Margot),Drama|Romance,1994,"['Drama', 'Romance']",Drama Romance
303,"Quick and the Dead, The",Action|Adventure|Western,1995,"['Action', 'Adventure', 'Western']",Action Adventure Western
304,Roommates,Comedy|Drama,1995,"['Comedy', 'Drama']",Comedy Drama
305,Ready to Wear (Pret-A-Porter),Comedy,1994,['Comedy'],Comedy
306,Three Colors: Red,Drama,1994,['Drama'],Drama
307,Three Colors: Blue,Drama,1993,['Drama'],Drama
308,Three Colors: White,Drama,1994,['Drama'],Drama
309,"Red Firecracker, Green Firecracker",Drama,1994,['Drama'],Drama
310,Rent-a-Kid,Comedy,1995,['Comedy'],Comedy
311,Relative Fear,Horror|Thriller,1994,"['Horror', 'Thriller']",Horror Thriller
312,Stuart Saves His Family,Comedy,1995,['Comedy'],Comedy
313,"Swan Princess, The",Animation|Children's,1994,"['Animation', ""Children's""]",Animation Children's
314,"Secret of Roan Inish, The",Drama,1994,['Drama'],Drama
315,"Specialist, The",Action,1994,['Action'],Action
316,Stargate,Action|Adventure|Sci-Fi,1994,"['Action', 'Adventure', 'Sci-Fi']",Action Adventure Sci-Fi
317,"Santa Clause, The",Children's|Comedy|Fantasy,1994,"[""Children's"", 'Comedy', 'Fantasy']",Children's Comedy Fantasy
318,"Shawshank Redemption, The",Drama,1994,['Drama'],Drama
319,Shallow Grave,Thriller,1994,['Thriller'],Thriller
320,Suture,Film-Noir|Thriller,1993,"['Film-Noir', 'Thriller']",Film-Noir Thriller
321,Strawberry and Chocolate (Fresa y chocolate),Drama,1993,['Drama'],Drama
322,Swimming with Sharks,Comedy|Drama,1995,"['Comedy', 'Drama']",Comedy Drama
324,"Sum of Us, The",Comedy,1994,['Comedy'],Comedy
325,National Lampoon's Senior Trip,Comedy,1995,['Comedy'],Comedy
326,To Live (Huozhe),Drama,1994,['Drama'],Drama
327,Tank Girl,Action|Comedy|Musical|Sci-Fi,1995,"['Action', 'Comedy', 'Musical', 'Sci-Fi']",Action Comedy Musical Sci-Fi
328,Tales From the Crypt Presents: Demon Knight,Horror,1995,['Horror'],Horror
329,Star Trek: Generations,Action|Adventure|Sci-Fi,1994,"['Action', 'Adventure', 'Sci-Fi']",Action Adventure Sci-Fi
330,Tales from the Hood,Comedy|Horror,1995,"['Comedy', 'Horror']",Comedy Horror
331,Tom & Viv,Drama,1994,['Drama'],Drama
332,Village of the Damned,Horror|Sci-Fi,1995,"['Horror', 'Sci-Fi']",Horror Sci-Fi
333,Tommy Boy,Comedy,1995,['Comedy'],Comedy
334,Vanya on 42nd Street,Drama,1994,['Drama'],Drama
335,"Underneath, The",Mystery|Thriller,1995,"['Mystery', 'Thriller']",Mystery Thriller
336,"Walking Dead, The",Drama|War,1995,"['Drama', 'War']",Drama War
337,What's Eating Gilbert Grape,Drama,1993,['Drama'],Drama
338,Virtuosity,Sci-Fi|Thriller,1995,"['Sci-Fi', 'Thriller']",Sci-Fi Thriller
339,While You Were Sleeping,Comedy|Romance,1995,"['Comedy', 'Romance']",Comedy Romance
340,"War, The",Adventure|Drama,1994,"['Adventure', 'Drama']",Adventure Drama
341,Double Happiness,Drama,1994,['Drama'],Drama
342,Muriel's Wedding,Comedy|Romance,1994,"['Comedy', 'Romance']",Comedy Romance
343,"Baby-Sitters Club, The",Children's,1995,"[""Children's""]",Children's
344,Ace Ventura: Pet Detective,Comedy,1994,['Comedy'],Comedy
345,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,1994,"['Comedy', 'Drama']",Comedy Drama
346,Backbeat,Drama|Musical,1993,"['Drama', 'Musical']",Drama Musical
347,Bitter Moon,Drama,1992,['Drama'],Drama
348,Bullets Over Broadway,Comedy,1994,['Comedy'],Comedy
349,Clear and Present Danger,Action|Adventure|Thriller,1994,"['Action', 'Adventure', 'Thriller']",Action Adventure Thriller
